,0,1,2,3,4
50,1.0,0.8804573804573805,0.8804573804573805,0.8804573804573805,0.8804573804573805
100,0.7791666666666667,0.8157894736842104,0.8157894736842104,0.8157894736842104,0.8157894736842104
300,0.8164118983681057,0.8410069361396795,0.8410069361396795,0.8410069361396795,0.8410069361396795
501,0.8335697399527187,0.8466546474358975,0.8466546474358975,0.8466546474358975,0.8466546474358975
1002,0.8631864831692475,0.852932636469222,0.852932636469222,0.852932636469222,0.852932636469222
2005,0.8398675882610033,0.8445473407150034,0.8445473407150034,0.8445473407150034,0.8445473407150034
3007,0.8447259267356556,0.840566349109274,0.8452098320272755,0.8452098320272755,0.8452098320272755
4010,0.8400102352179307,0.8380382344624295,0.8536364254664106,0.8536364254664106,0.8536364254664106
5013,0.8393900627269726,0.8392483024457273,0.8557183157591587,0.8557183157591587,0.8557183157591587
6015,0.8469154862052644,0.8488186157407792,0.8595958002197882,0.8534743773897608,0.8534743773897608
7018,0.8471458497209268,0.8498312534073562,0.8544251695466721,0.8448695947571798,0.8448695947571798
8020,0.8479731333517234,0.8490294874916888,0.8569460253312793,0.8484104334882906,0.8479399667060953
9023,0.851909039067813,0.8519455943468746,0.857376964947188,0.8519350136669933,0.8529360058166664
10026,0.8532815180332263,0.8498225032538115,0.8579519169730428,0.8533678824323098,0.8537156673009585
