mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.008222008,0.001752241,0.12300415,0.004226289,chebyshev,25,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 25, 'KNN__weights': 'uniform'}",0.852392412,0.830193822,0.838845144,0.865354331,0.868810175,0.851114078,0.014867891,87,0.859869584,0.862837704,0.860743555,0.860891559,0.859987793,0.860866039,0.001064646
0.009184647,0.002004643,0.113606882,0.006030957,chebyshev,25,distance,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 25, 'KNN__weights': 'distance'}",0.868039753,0.880506764,0.877942661,0.899323642,0.898241613,0.884801507,0.012150141,48,1,1,1,1,1,1,0
0.008876753,0.001459424,0.1341362,0.010176454,chebyshev,28,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 28, 'KNN__weights': 'uniform'}",0.846688282,0.832434888,0.840308904,0.864758732,0.864376204,0.849707909,0.012939729,89,0.856806556,0.864437032,0.860964457,0.860027834,0.857370162,0.859921208,0.002745953
0.008504295,0.001922668,0.112366629,0.00707919,chebyshev,28,distance,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 28, 'KNN__weights': 'distance'}",0.866071249,0.882566122,0.881193216,0.901201292,0.897653795,0.885727327,0.012641013,42,1,1,1,1,1,1,0
0.008054447,0.001091264,0.122921228,0.001797527,chebyshev,31,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 31, 'KNN__weights': 'uniform'}",0.845897859,0.83225318,0.844750656,0.862699374,0.86368197,0.849851085,0.01189477,88,0.861074271,0.860767854,0.859734034,0.853550995,0.855675307,0.858160492,0.003006263
0.008565426,0.001400489,0.108662653,0.003961947,chebyshev,31,distance,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 31, 'KNN__weights': 'distance'}",0.869907566,0.878629114,0.877942661,0.903169796,0.897653795,0.88545197,0.012708419,44,1,1,1,1,1,1,0
0.008341694,0.001145144,0.132682419,0.006063309,chebyshev,34,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 34, 'KNN__weights': 'uniform'}",0.843441005,0.827902281,0.839622451,0.863385827,0.863788386,0.847621671,0.01399866,91,0.860872174,0.860200137,0.858229694,0.852687269,0.854612554,0.857320366,0.003179092
0.007745457,0.001236892,0.107448578,0.002429005,chebyshev,34,distance,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 34, 'KNN__weights': 'distance'}",0.86666029,0.881879669,0.879911165,0.903856249,0.896371744,0.885726596,0.013073134,43,1,1,1,1,1,1,0
0.008902645,0.000975484,0.132512569,0.00310823,chebyshev,37,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 37, 'KNN__weights': 'uniform'}",0.847866363,0.834221684,0.851433475,0.859357965,0.865070437,0.851584642,0.010557945,85,0.861958444,0.856482361,0.861432769,0.855718041,0.8602296,0.859164243,0.002575172
0.009788847,0.002622138,0.130628204,0.007799553,chebyshev,37,distance,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 37, 'KNN__weights': 'distance'}",0.859576696,0.881193216,0.877347062,0.901201292,0.893113408,0.88247592,0.014260149,52,1,1,1,1,1,1,0
0.009203339,0.002132756,0.139230824,0.01109828,chebyshev,40,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",0.842851964,0.841500101,0.847496467,0.861417323,0.865070437,0.851660358,0.009726525,84,0.863014715,0.858870309,0.86473304,0.857416775,0.855253169,0.859857602,0.003517682
0.008515072,0.001923693,0.123243713,0.009919124,chebyshev,40,distance,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 40, 'KNN__weights': 'distance'}",0.8615452,0.878629114,0.880002019,0.899232788,0.890549306,0.881982678,0.012683438,53,1,1,1,1,1,1,0
0.008264208,0.001201154,0.13779211,0.017193317,chebyshev,43,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 43, 'KNN__weights': 'uniform'}",0.837434803,0.843377751,0.846810014,0.852856854,0.866352488,0.849357401,0.009851346,90,0.858658583,0.855101725,0.859610329,0.853303585,0.853386495,0.856012144,0.00264612
0.008440351,0.001119769,0.12082653,0.009750662,chebyshev,43,distance,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 43, 'KNN__weights': 'distance'}",0.860855469,0.878033515,0.875469412,0.895386634,0.887985203,0.879537621,0.011754314,56,1,1,1,1,1,1,0
0.008088827,0.001565373,0.126813126,0.00363806,chebyshev,46,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 46, 'KNN__weights': 'uniform'}",0.834288217,0.831061983,0.844336766,0.85422976,0.869023006,0.846577159,0.013846217,92,0.85732285,0.855470631,0.856924164,0.855987541,0.854394077,0.856019853,0.001045124
0.008045197,0.002245852,0.111574411,0.002392131,chebyshev,46,distance,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 46, 'KNN__weights': 'distance'}",0.857019151,0.870250353,0.876751464,0.895386634,0.887985203,0.877468944,0.013438228,57,1,1,1,1,1,1,0
0.007649183,0.001226412,0.126987934,0.002526356,chebyshev,49,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 49, 'KNN__weights': 'uniform'}",0.834288217,0.830971129,0.842873006,0.845760145,0.864376204,0.843644396,0.011683301,94,0.857228117,0.852614372,0.85522543,0.85086483,0.854175599,0.85402167,0.002177161
0.00770793,0.00116205,0.11248064,0.003980663,chebyshev,49,distance,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 49, 'KNN__weights': 'distance'}",0.853182834,0.866999798,0.870159499,0.889571977,0.889267254,0.873825066,0.013948764,62,1,1,1,1,1,1,0
