,0,1,2,3,4
100,0.9583333333333334,0.9605263157894736,0.9605263157894736,0.9605263157894736,0.9605263157894736
300,0.8565379053914481,0.8549988041138484,0.8549988041138484,0.8549988041138484,0.8549988041138484
501,0.8233451536643026,0.8257879273504274,0.8257879273504274,0.8257879273504274,0.8257879273504274
1002,0.8282114224531898,0.8394470254226354,0.8394470254226354,0.8394470254226354,0.8394470254226354
2005,0.8197508781585381,0.812530088328868,0.812530088328868,0.812530088328868,0.812530088328868
3007,0.8117381455570131,0.8102797829882915,0.8129677561390669,0.8129677561390669,0.8129677561390669
4010,0.815956101067975,0.8152423715306638,0.8113365795040106,0.8113365795040106,0.8113365795040106
5013,0.8108704817395804,0.8105672195800951,0.8056335539104994,0.8056335539104994,0.8056335539104994
6015,0.8086853228495516,0.8147629895983562,0.8138818071345331,0.8146893383285783,0.8146893383285783
7018,0.8075311343218388,0.8095910723479611,0.811759147435282,0.8110891307732592,0.8110891307732592
8020,0.811471143586026,0.8131720669152914,0.8115548310837617,0.8069126100958474,0.809896012620612
9023,0.8131383233989739,0.8082356902220321,0.8111157986114632,0.8095040534483213,0.8115262713105946
10026,0.8130146183370581,0.8105213436666002,0.8113836343989868,0.809480151272567,0.8109719698075163
