mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.4972024440765381,0.0954638978537386,0.002531147003173828,0.00037273341027454165,relu,10.0,"(56,)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (56,)}",0.7216684155299055,0.713944754545153,0.7248573992628586,0.7331027465160864,0.7459780505806158,0.7279079195205062,0.01092378176238069,208,0.7311307337416734,0.7362634479139333,0.7404668671658962,0.7255776164867074,0.733960388505843,0.7334798107628107,0.004995225423634471
0.4352253913879395,0.03901927016415985,0.002029085159301758,5.0489062108041675e-05,relu,10.0,"(28,)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,)}",0.7243788630413487,0.7204728739962951,0.7328695790331959,0.7413776688895584,0.7428681855699818,0.7323912421835205,0.008910421029681877,206,0.729553287597728,0.7408816583573864,0.7427204650505621,0.7345952164133982,0.7344739890194436,0.7364449232877035,0.004772162662565778
0.49230117797851564,0.03558571948821077,0.002653026580810547,0.0001090210346262006,relu,10.0,"(112,)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (112,)}",0.7224554039874082,0.7248949372591676,0.7263864178799588,0.7469833741664155,0.7500932391770495,0.7341594465911069,0.011844984792768846,204,0.7294444643341303,0.7423490705044102,0.7390751468421369,0.7371790371790372,0.7363896000259637,0.7368874637771357,0.0042507935566976
0.7183609962463379,0.08981187746719344,0.0031435489654541016,0.0007152438639608987,relu,10.0,"(56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (56, 56)}",0.7275695216713787,0.7282227242807983,0.7217469834291572,0.7472903865386209,0.7427790952087728,0.7335194302568728,0.009771079796271927,205,0.7359062958569444,0.7427648709202107,0.7404335627636597,0.7373658555476739,0.7262001443819626,0.7365341458940902,0.0056904289845928465
0.4898983478546143,0.09961637167470103,0.0022550106048583986,4.459572201395932e-05,relu,10.0,"(28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28, 28)}",0.7186084858795271,0.7174899127547129,0.7217020251312521,0.73857481625113,0.7257886025478096,0.724431067366851,0.007633800185789435,212,0.7273422215488834,0.7353652382778596,0.7367337464424842,0.7252596161687072,0.7141296323114504,0.727766090949877,0.008131186511718095
0.9481331825256347,0.2336985789906707,0.004974555969238281,0.00036428097584830063,relu,10.0,"(112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (112, 112)}",0.7257767915970899,0.7153912768680392,0.7125056525238629,0.7354204060598913,0.7293788567610413,0.723693373858326,0.008581863569890073,213,0.7386228388704036,0.7338665401772198,0.7296207335042287,0.7271752271752271,0.7178817906090632,0.7294334260672285,0.006966672612510156
1.1693125724792481,0.19183415396636042,0.004581356048583984,0.00045616009598436634,relu,10.0,"(56, 56, 56)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (56, 56, 56)}",0.726782533213876,0.719026351673409,0.7188089804854799,0.747290386538621,0.7381835174097414,0.7300160662451995,0.011152092870736076,207,0.7317562219182495,0.7354328563066427,0.7321377389338554,0.7360206542024724,0.7237065146156054,0.7318107971953651,0.0043961681887688285
0.7789361953735352,0.14736886107739372,0.0024985313415527345,5.2158574862924066e-05,relu,10.0,"(28, 28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28, 28, 28)}",0.7255144621112556,0.7135925084635087,0.7208700783758445,0.7373467667623077,0.7419471484533651,0.7278521244384684,0.010452739086022789,209,0.7363126093963048,0.732104434531619,0.7359455422562218,0.728016782562237,0.7264414264414265,0.7317641590375618,0.004016527516073443
1.4536439418792724,0.45552837790912454,0.0069596290588378905,0.00023103985099489857,relu,10.0,"(112, 112, 112)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (112, 112, 112)}",0.708467403164687,0.7311157689265706,0.708735702824778,0.7411152016979574,0.7338456029102851,0.7246525979867497,0.013510327953636794,211,0.719098013413313,0.7500867932906767,0.7259754152958036,0.7357225629952903,0.7188890825254461,0.7299543735041059,0.011787448101736901
0.4463217735290527,0.06363605490704735,0.0023856163024902344,0.00023180147497202236,relu,3.1622776601683795,"(56,)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (56,)}",0.7515242999027376,0.7319477156819783,0.7349756352214656,0.7568379035815198,0.7627506212305823,0.7476056030038397,0.012120956190502961,194,0.7548905523943082,0.7456875845225359,0.7548230829784227,0.7537144264416992,0.7562625198988835,0.75307563324717,0.0037814039537642065
0.5502078056335449,0.09514342262230979,0.002015495300292969,3.4300670381699344e-05,relu,3.1622776601683795,"(28,)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (28,)}",0.7584747239875476,0.7498158019250882,0.7437822237509014,0.7596853014005528,0.7671728221992218,0.755785169608386,0.008146152260363217,158,0.7620292275054564,0.766008316008316,0.7647619239852249,0.7556411647320739,0.7582437218800855,0.7613368708222314,0.0038997791044234004
