,0,1,2,3,4
12,1.0,1.0,1.0,1.0,1.0
25,1.0,1.0,1.0,1.0,1.0
77,1.0,1.0,1.0,1.0,1.0
128,1.0,1.0,1.0,1.0,1.0
257,1.0,1.0,1.0,1.0,1.0
515,1.0,1.0,1.0,1.0,1.0
772,1.0,1.0,1.0,1.0,1.0
1030,1.0,1.0,1.0,1.0,1.0
1287,1.0,1.0,1.0,1.0,1.0
1545,1.0,1.0,1.0,1.0,1.0
1802,1.0,1.0,1.0,1.0,1.0
2060,1.0,1.0,1.0,1.0,1.0
2317,1.0,1.0,1.0,1.0,1.0
2575,1.0,1.0,1.0,1.0,1.0
