mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_DT__alpha,param_DT__class_weight,param_DT__criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.07199444770812988,0.0010869662638666,0.000899648666381836,3.030621828941906e-05,-0.1,balanced,entropy,"{'DT__alpha': -0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.9047515959482045,0.873319200484555,0.9039471027660005,0.9090753078942057,0.9047076112293503,0.899160177324314,0.013046220137410433,9,0.98272862195276,0.9787404183878594,0.9797256400627361,0.9822881000242992,0.9847355823795568,0.9816436725614424,0.0021568514887436033
0.0902559757232666,0.005307267052331866,0.0009081840515136718,5.059046746017149e-05,-0.0316227766016838,balanced,gini,"{'DT__alpha': -0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.9038604829127818,0.8699777912376339,0.8773470623864325,0.917040177670099,0.8898043985000508,0.8916103477850059,0.01715599184930534,18,0.9798440065681445,0.9764253683536196,0.9801696525215933,0.9798250458371071,0.9797591514625694,0.9792046449486067,0.0013969091612829878
0.07168121337890625,0.0009333975061688538,0.0009066581726074219,2.455938199131402e-05,-0.0316227766016838,balanced,entropy,"{'DT__alpha': -0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.9047515959482045,0.873319200484555,0.9039471027660005,0.9090753078942057,0.9047076112293503,0.899160177324314,0.013046220137410433,9,0.98272862195276,0.9787404183878594,0.9797256400627361,0.9822881000242992,0.9847355823795568,0.9816436725614424,0.0021568514887436033
0.10644488334655762,0.013371054965083692,0.001080942153930664,0.00015664462806776804,0,balanced,gini,"{'DT__alpha': 0, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.9074098314437038,0.8874217645871191,0.9017968907732687,0.9180496668685646,0.8962703962703961,0.9021931694405275,0.010315624455192521,1,0.9346232790198307,0.9344739225518567,0.9398948507808879,0.9326779915615542,0.927937434109974,0.9339214956048206,0.0038427579115153797
0.08180246353149415,0.010612674707803608,0.000994110107421875,0.0001325105153487613,0,balanced,entropy,"{'DT__alpha': 0, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8918631814245725,0.8729557843731073,0.9047748839087422,0.9199273167777106,0.9075909597648727,0.8994175408465896,0.015958913456135256,6,0.9348253757736517,0.9303894497338134,0.9263005588813537,0.9286642072941749,0.962080762886702,0.936452070913939,0.013114384325584464
0.10062875747680664,0.011286865722951353,0.0010021686553955077,0.00012970475579701245,0.0316227766016838,balanced,gini,"{'DT__alpha': 0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.7791550033227943,0.8018978396931152,0.8041389057137089,0.8258530183727033,0.8403466099118271,0.8102592717982989,0.02108723509117281,26,0.7905314513073133,0.8264485630343061,0.825218140449314,0.8056595020875214,0.8493839124930012,0.8194483138742911,0.020023739525258964
0.08727588653564453,0.007342817877335474,0.0011745452880859374,0.00019631001851161091,0.0316227766016838,balanced,entropy,"{'DT__alpha': 0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.7928187365326137,0.7912881082172422,0.8047950736927114,0.8703916818090048,0.8281139150704367,0.817470541828831,0.029558738220829276,25,0.802699886320576,0.8143055954405886,0.8109302171463917,0.8579182221829509,0.8317288534000514,0.8235165548981117,0.01963419426132484
0.10528340339660644,0.011199729316561125,0.0010112762451171876,0.00017862886388283125,0.1,balanced,gini,"{'DT__alpha': 0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.7732948023440804,0.7624268120331112,0.7600444175247325,0.7919543710882295,0.7641785750481401,0.7703826267341483,0.011682791936953017,27,0.7872568523430593,0.7885020654310897,0.7894143895380945,0.7814332103647088,0.762182088505753,0.7817577212365411,0.010175086192636119
0.07484617233276367,0.0025838030474155554,0.0008778095245361329,2.5093326091850806e-05,0.1,balanced,entropy,"{'DT__alpha': 0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.7732948023440804,0.7624268120331112,0.7600444175247325,0.7558550373511004,0.7581433059693928,0.7619575804781402,0.006072556079114435,28,0.7872568523430593,0.7885020654310897,0.7894143895380945,0.7543771675981356,0.7544969154640424,0.7748094780748843,0.01664816521281056
0.10736885070800781,0.010602353237286288,0.001067781448364258,0.00012173724557176353,0.0031622776601683794,balanced,gini,"{'DT__alpha': 0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.9057282961113237,0.8767110841913992,0.883575610740965,0.9064203513022411,0.8747440964832268,0.889445510188076,0.013900383601431135,22,0.9148541114058357,0.9147208906757385,0.9099913848328879,0.912971349046809,0.9078684040616001,0.9120812280045743,0.0027409613970685136
0.08273696899414062,0.007095425929516089,0.00107421875,0.00020525358960658875,0.0031622776601683794,balanced,entropy,"{'DT__alpha': 0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8918480778138026,0.8714011710074703,0.8986876640419947,0.9075206945285686,0.8880966859227728,0.8915120236914593,0.012033065106355902,21,0.9043071870658078,0.9007842011089267,0.910537012083324,0.9000905697055379,0.9224370356171846,0.9076312011161562,0.008275845252606814
0.10631532669067383,0.01438344073058171,0.0011736392974853516,0.00020009490573927346,0.01,balanced,gini,"{'DT__alpha': 0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.8599643554785832,0.8677367252170404,0.8738239450837877,0.8826165960024227,0.8714857606161952,0.8711218984034762,0.007425695786162891,24,0.8756283945939118,0.9010227749674171,0.890406238264596,0.8707305219907664,0.8959555503992493,0.8867486960431881,0.011680206467924064
0.0930130958557129,0.001543460558361667,0.0011773109436035156,0.00020893598306381462,0.01,balanced,entropy,"{'DT__alpha': 0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8845631028857965,0.8722693317181507,0.8422875025237231,0.9036745406824147,0.8695094760312151,0.8744654658076558,0.020100043170724693,23,0.8884189086775294,0.8881707128498533,0.8484172391702932,0.8927477965053348,0.8909876315908942,0.8817484577587809,0.016751466768430954
0.09642667770385742,0.008466523905463704,0.0009927749633789062,0.0001427227861066181,0.00031622776601683794,balanced,gini,"{'DT__alpha': 0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.9074098314437038,0.8874217645871191,0.9017968907732687,0.9180496668685646,0.8962703962703961,0.9021931694405275,0.010315624455192521,1,0.9346232790198307,0.9344739225518567,0.9398948507808879,0.9326779915615542,0.927937434109974,0.9339214956048206,0.0038427579115153797
0.08650288581848145,0.00943409344432365,0.0010043621063232423,8.986028824036396e-05,0.00031622776601683794,balanced,entropy,"{'DT__alpha': 0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8918631814245725,0.8729557843731073,0.9047748839087422,0.9199273167777106,0.9075909597648727,0.8994175408465896,0.015958913456135256,6,0.9348253757736517,0.9303894497338134,0.9263005588813537,0.9286642072941749,0.962080762886702,0.936452070913939,0.013114384325584464
0.10220131874084473,0.007071982976848051,0.0009560108184814454,7.686748101191738e-05,0.001,balanced,gini,"{'DT__alpha': 0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.9074098314437038,0.8874217645871191,0.9017968907732687,0.9180496668685646,0.8962703962703961,0.9021931694405275,0.010315624455192521,1,0.9346232790198307,0.9344739225518567,0.9398948507808879,0.9326779915615542,0.927937434109974,0.9339214956048206,0.0038427579115153797
0.09107542037963867,0.0018804460960205203,0.0012113094329833985,0.00019198162769196243,0.001,balanced,entropy,"{'DT__alpha': 0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.8918631814245725,0.8729557843731073,0.9047748839087422,0.9199273167777106,0.9075909597648727,0.8994175408465896,0.015958913456135256,6,0.9348253757736517,0.9303894497338134,0.9263005588813537,0.9286642072941749,0.962080762886702,0.936452070913939,0.013114384325584464
