param_Boost__n_estimators,train acc,test acc
1,0.9367168266322099,0.7565396998563142
2,0.9367168266322099,0.7565396998563142
5,0.9367168266322099,0.7565396998563142
10,0.9367168266322099,0.7565396998563142
20,0.9367168266322099,0.7565396998563142
30,0.9367168266322099,0.7565396998563142
40,0.9367168266322099,0.7565396998563142
50,0.9367168266322099,0.7565396998563142
