param_Boost__n_estimators,train acc,test acc
1,0.978066247976932,0.9293234767025091
2,0.978066247976932,0.9293234767025091
5,0.978066247976932,0.9293234767025091
10,0.978066247976932,0.9293234767025091
20,0.978066247976932,0.9293234767025091
30,0.978066247976932,0.9293234767025091
40,0.978066247976932,0.9293234767025091
50,0.978066247976932,0.9293234767025091
