mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__alpha,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.03719968795776367,0.003255437052146504,0.0014602184295654298,0.00018311283225909642,-1,1,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 1}",0.90534063676823,0.881697960831819,0.9091661619220676,0.9142943670502726,0.8929563190432757,0.9006949351845381,0.011823709311017701,100,0.9824081091322469,0.9785681150456161,0.9806865625483223,0.9824604033665423,0.9840716379062484,0.9816389655997952,0.0018719738794807862
0.0686159610748291,0.003477167786236407,0.0016784191131591797,0.0006105889923999294,-1,2,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 2}",0.90534063676823,0.881697960831819,0.9091661619220676,0.9142943670502726,0.8929563190432757,0.9006949351845381,0.011823709311017701,100,0.9824081091322469,0.9785681150456161,0.9806865625483223,0.9824604033665423,0.9840716379062484,0.9816389655997952,0.0018719738794807862
0.12781810760498047,0.020684114228277657,0.0016255378723144531,0.0003200681825501116,-1,5,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 5}",0.90534063676823,0.881697960831819,0.9091661619220676,0.9142943670502726,0.8929563190432757,0.9006949351845381,0.011823709311017701,100,0.9824081091322469,0.9785681150456161,0.9806865625483223,0.9824604033665423,0.9840716379062484,0.9816389655997952,0.0018719738794807862
0.1268095016479492,0.025963371563284158,0.0014955997467041016,7.230477288601832e-05,-1,10,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 10}",0.90534063676823,0.881697960831819,0.9091661619220676,0.9142943670502726,0.8929563190432757,0.9006949351845381,0.011823709311017701,100,0.9824081091322469,0.9785681150456161,0.9806865625483223,0.9824604033665423,0.9840716379062484,0.9816389655997952,0.0018719738794807862
0.12262954711914062,0.025578603118402172,0.0014772891998291015,0.0002957728836654016,-1,20,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 20}",0.90534063676823,0.881697960831819,0.9091661619220676,0.9142943670502726,0.8929563190432757,0.9006949351845381,0.011823709311017701,100,0.9824081091322469,0.9785681150456161,0.9806865625483223,0.9824604033665423,0.9840716379062484,0.9816389655997952,0.0018719738794807862
0.12400798797607422,0.026380926045171664,0.0014536857604980468,0.000175996544966273,-1,30,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 30}",0.90534063676823,0.881697960831819,0.9091661619220676,0.9142943670502726,0.8929563190432757,0.9006949351845381,0.011823709311017701,100,0.9824081091322469,0.9785681150456161,0.9806865625483223,0.9824604033665423,0.9840716379062484,0.9816389655997952,0.0018719738794807862
0.1227271556854248,0.02754205692460639,0.0014574050903320313,7.061608967199131e-05,-1,45,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 45}",0.90534063676823,0.881697960831819,0.9091661619220676,0.9142943670502726,0.8929563190432757,0.9006949351845381,0.011823709311017701,100,0.9824081091322469,0.9785681150456161,0.9806865625483223,0.9824604033665423,0.9840716379062484,0.9816389655997952,0.0018719738794807862
0.12336821556091308,0.026811384437857716,0.00154266357421875,0.0003152157127572486,-1,60,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 60}",0.90534063676823,0.881697960831819,0.9091661619220676,0.9142943670502726,0.8929563190432757,0.9006949351845381,0.011823709311017701,100,0.9824081091322469,0.9785681150456161,0.9806865625483223,0.9824604033665423,0.9840716379062484,0.9816389655997952,0.0018719738794807862
0.11933364868164062,0.025891839083998787,0.0014208316802978515,0.0001345988577810346,-1,80,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 80}",0.90534063676823,0.881697960831819,0.9091661619220676,0.9142943670502726,0.8929563190432757,0.9006949351845381,0.011823709311017701,100,0.9824081091322469,0.9785681150456161,0.9806865625483223,0.9824604033665423,0.9840716379062484,0.9816389655997952,0.0018719738794807862
0.12325162887573242,0.02679627543251732,0.0015254974365234374,0.0002484028061203082,-1,100,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 100}",0.90534063676823,0.881697960831819,0.9091661619220676,0.9142943670502726,0.8929563190432757,0.9006949351845381,0.011823709311017701,100,0.9824081091322469,0.9785681150456161,0.9806865625483223,0.9824604033665423,0.9840716379062484,0.9816389655997952,0.0018719738794807862
0.07558016777038574,0.0013616752566402387,0.0010344028472900391,3.768117960060875e-05,-0.001,1,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 1}",0.8911734498660813,0.8787704421562689,0.9109529578033516,0.922582273369675,0.9059896625114016,0.9018891558330807,0.015340307975111052,86,0.963729948212707,0.9580772714219444,0.9667211557578035,0.9602443173032318,0.9769782140461142,0.9651501813483602,0.006610309177494571
0.15717568397521972,0.006789895245015526,0.0012567520141601562,9.685493539074899e-05,-0.001,2,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 2}",0.8911734498660813,0.8787704421562689,0.9109529578033516,0.922582273369675,0.9059896625114016,0.9018891558330807,0.015340307975111052,86,0.963729948212707,0.9580772714219444,0.9667211557578035,0.9602443173032318,0.9769782140461142,0.9651501813483602,0.006610309177494571
