,train,test
0.1,63.43908800000281,0.9863099999965925
0.2,51.00052700000015,1.7865039999996952
0.3,40.05130899999858,2.209630000001198
0.4,30.773157999999967,2.386214000001928
0.5,22.535970999997517,2.499878999999055
0.6,15.743352999998024,2.4675250000000233
0.7,9.618393000000651,2.1997039999987464
0.8,4.883562999999413,1.8486510000002454
0.9,1.6219400000009045,1.0663100000019767
